name,brand,qualifier_data,qualifier_type,locality,street_name,distance,url,address_detail,geographic_county,postcode,administrative_boundary,telephone_number,feature_easting,feature_northing,pointx_classification_code,unique_reference_number,group_code,category_code,pointx_class_code,group,category,pointx_class
Newport People First,,,,Newport,,25.3,www.newportpeoplefirst.org.uk,The Provision Market,Gwent,NP20 1DD,Casnewydd - Newport,1633842002.0,331078.0,188261.0,6350816,95744876,06,35,0816,Public infrastructure,Organisations,Charitable organisations
Greggs,Greggs,,,Newport,High Street,15.8,www.greggs.co.uk,31,Gwent,NP20 1GH,Casnewydd - Newport,1633660444.0,331049.0,188175.0,9470661,96524015,09,47,0661,Retail,"Food, drink and multi item retail",Bakeries
Chloe's Hair & Beauty,,,,Newport,Upper Dock Street,11.6,,190,Gwent,NP20 1DB,Casnewydd - Newport,1633251954.0,331111.0,188268.0,2100156,103280697,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Hairspray,,,,Newport,Skinner Street,9.9,,31,Gwent,NP20 1HB,Casnewydd - Newport,7981812241.0,331064.0,188148.0,2100156,104559268,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Shaws the Drapers,Shaws The Drapers Ltd,,,Newport,Commercial Street,22.0,www.shawsthedrapers.co.uk,53-54,Gwent,NP20 1LP,Casnewydd - Newport,1633211533.0,331238.0,187810.0,9480675,104573188,09,48,0675,Retail,"Household, office, leisure and garden","Carpets, rugs, soft furnishings and"
Waterstone's,Waterstone's,,,Newport,Commercial Street,24.7,www.waterstones.com,159,Gwent,NP20 1JQ,Casnewydd - Newport,1633223977.0,331117.0,187983.0,9480674,105211060,09,48,0674,Retail,"Household, office, leisure and garden",Books and maps
H & M,H & M,,,Newport,,37.9,www.hm.com/gb/,Friars Walk,Gwent,NP20 1HZ,Casnewydd - Newport,3447368956.0,331313.0,187996.0,9460656,108353685,09,46,0656,Retail,Clothing and accessories,Clothing
Costa Coffee,Costa,,,Newport,Commercial Street,11.6,www.costa.co.uk,22-23,Gwent,NP20,Casnewydd - Newport,1633267341.0,331140.0,188026.0,1020013,109079442,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Card Factory,Card Factory,,,Newport,Commercial Street,17.0,www.cardfactory.co.uk,43,Gwent,NP20 1LP,Casnewydd - Newport,1632215840.0,331212.0,187863.0,9480717,110620907,09,48,0717,Retail,"Household, office, leisure and garden",Gifts and cards
Monmouthshire Building Society,Monmouthshire Building Society,,,Newport,John Frost Square,46.2,www.monbs.com,13,Gwent,NP20 1PX,Casnewydd - Newport,1633844444.0,331211.0,187947.0,2090138,108287676,02,09,0138,Commercial services,Legal and financial,Banks and building societies
The Coffee Shop Cafe,,,,Newport,Upper Dock Street,16.3,,11,Gwent,NP20 1DF,Casnewydd - Newport,1633254868.0,331141.0,188221.0,1020013,108329280,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Danielle's Fabrics & Haberdashery,,,,Newport,Upper Dock Street,18.6,,B10 Newport Market,Gwent,NP20 1DD,Casnewydd - Newport,1633220313.0,331080.0,188269.0,9480675,108274547,09,48,0675,Retail,"Household, office, leisure and garden","Carpets, rugs, soft furnishings and"
Tui Holiday Store,Thomson,,,Newport,Commercial Street,21.5,www.tui.co.uk,175a,Gwent,NP20 1JN,Casnewydd - Newport,1633840517.0,331067.0,188084.0,9480694,108309965,09,48,0694,Retail,"Household, office, leisure and garden",Travel agencies
Poundland,Poundland,,,Newport,Commercial Street,24.5,www.poundland.co.uk,158,Gwent,NP20 1JQ,Casnewydd - Newport,1633548491.0,331119.0,187976.0,9480701,108299119,09,48,0701,Retail,"Household, office, leisure and garden",Discount stores
Iceland,Iceland,,,Newport,Commercial Street,19.8,www.iceland.co.uk,161-163,Gwent,NP20 1JQ,Casnewydd - Newport,1633259386.0,331116.0,188004.0,9470667,108297049,09,47,0667,Retail,"Food, drink and multi item retail",Frozen foods
Poundland,Poundland,,,Newport,Kingsway Centre,35.8,www.poundland.co.uk,21-22,Gwent,NP20 1HY,Casnewydd - Newport,1633252339.0,331344.0,187767.0,9480701,108301566,09,48,0701,Retail,"Household, office, leisure and garden",Discount stores
Minuteman Press,Minuteman Press,,,Newport,Hill Street,43.7,www.minutemanpress.co.uk,Aquascan House 27a,Gwent,NP20 1LZ,Casnewydd - Newport,1633211258.0,331141.0,187803.0,7420599,123160084,07,42,0599,Manufacturing and production,Industrial products,Published goods
The Blind Tiger,,,,Newport,Cambrian Road,19.1,,48-50,Gwent,NP20 4AB,Casnewydd - Newport,1633243500.0,330974.5,188290.2,1020013,123150543,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Santander,Santander,,,Newport,Commercial Street,19.7,www.santander.co.uk/uk/index,20-21,Gwent,NP20 4RS,Casnewydd - Newport,8009179170.0,331143.0,188038.0,2090138,123146545,02,09,0138,Commercial services,Legal and financial,Banks and building societies
Celtic Vapours Retail,,,,Newport,Cambrian Road,11.1,www.celticvapours.com,34,Gwent,NP20 4AB,Casnewydd - Newport,1633267839.0,330975.0,188252.0,9470699,124012617,09,47,0699,Retail,"Food, drink and multi item retail",Convenience stores and independent
Newport City Radio,,,,Newport,Commercial Street,7.0,,St. Davids House 137,Gwent,NP20 1LN,Casnewydd - Newport,1633240910.0,331210.0,187800.0,2080134,124773690,02,08,0134,Commercial services,"IT, advertising, marketing and media services",Television and radio services
Wales England Care Ltd,,,,Newport,Charles Street,16.0,www.walesenglandcare.co.uk,36,Gwent,NP20 1JT,Casnewydd - Newport,1633400512.0,331127.0,187899.0,2050076,124771189,02,05,0076,Commercial services,Employment and career agencies,Domestic staff and home help
Haart,Haart,,,Newport,Bridge Street,11.1,www.haart.co.uk,11,Gwent,NP20 4AL,Casnewydd - Newport,1633223355.0,330950.0,188121.0,2110190,124772022,02,11,0190,Commercial services,Property and development services,Property sales
Specsavers Hearcare,Specsavers,,,Newport,Austin Friars,42.4,www.specsavers.co.uk/hearing,2,Gwent,NP20 1DQ,Casnewydd - Newport,1633244023.0,331178.7,188012.6,7370478,124766433,07,37,0478,Manufacturing and production,Consumer products,Disability and mobility equipment
The Sewing Boutique,,,,Newport,The Provision Market,26.0,,Unit G7 The Gallery,Gwent,NP20 1DD,Casnewydd - Newport,7910766281.0,331075.0,188259.0,9480675,125716781,09,48,0675,Retail,"Household, office, leisure and garden","Carpets, rugs, soft furnishings and"
Ace Flowers by Johanna,,,,Newport,Upper Dock Street,16.9,www.aceflowersnewport.co.uk,13,Gwent,NP20 1DF,Casnewydd - Newport,1633213406.0,331142.0,188210.0,9480716,125795815,09,48,0716,Retail,"Household, office, leisure and garden",Florists
Kc's Barbers,,,,Newport,Llanarth Street,21.5,,42a,Gwent,NP20 1HR,Casnewydd - Newport,1633547073.0,331203.0,187902.0,2100156,125784315,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Davies Florist,,,,Newport,Upper Dock Street,10.6,www.daviesflorist.co.uk,194,Gwent,NP20 1DB,Casnewydd - Newport,1633263577.0,331111.0,188294.0,9480716,126960957,09,48,0716,Retail,"Household, office, leisure and garden",Florists
Case Up Mobiles,,,,Newport,Commercial Street,11.9,,39,Gwent,NP20 1HP,Casnewydd - Newport,1633549755.0,331182.0,187928.0,7420601,127734246,07,42,0601,Manufacturing and production,Industrial products,Radar and telecommunications equipment
Barclays Bank Plc,Barclays,,,Newport,Commercial Street,25.4,www.barclays.co.uk/personalbanking/p1242557947640,14-15,Gwent,NP20 1HE,Casnewydd - Newport,3457345345.0,331126.0,188086.0,2090138,127710574,02,09,0138,Commercial services,Legal and financial,Banks and building societies
S W Vapes,,,,Newport,Commercial Street,14.5,,64,Gwent,NP20 1LQ,Casnewydd - Newport,1633960661.0,331257.0,187758.0,9470699,127713720,09,47,0699,Retail,"Food, drink and multi item retail",Convenience stores and independent
The Voice Hub,,,,Newport,School Lane,8.8,,Queens School House,Gwent,NP20 1LE,Casnewydd - Newport,1633546363.0,331109.4,187935.9,5290358,129840254,05,29,0358,Education and health,Health support services,Counselling and advice services
V J Nails & Beauty,,,,Newport,High Street,14.7,,48,Gwent,NP20 1GA,Casnewydd - Newport,1633222644.0,331000.0,188273.0,2100156,126983567,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Eshaals Fish & Chip Shop,,,,Newport,Upper Dock Street,8.4,,184,Gwent,NP20 1DG,Casnewydd - Newport,1633213611.0,331116.1,188225.2,1020020,129126656,01,02,0020,"Accommodation, eating and drinking",Eating and drinking,Fish and chip shops
Wales Laser Clinic,,,,Newport,Charles Street,8.7,www.waleslaserclinic.com,23,Gwent,NP20 1JT,Casnewydd - Newport,1633214674.0,331062.0,187869.0,2100180,129118508,02,10,0180,Commercial services,"Personal, consumer and other services",Tattooing and piercing services
Wagamama,Wagamama,Japanese Restaurant,Restaurant Type,Newport,,52.4,www.wagamama.com,Unit R9 Friars Walk,Gwent,NP20 1DW,Casnewydd - Newport,1633481218.0,331242.0,188063.0,1020043,129134720,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
B & M Retail Ltd,B & M,,,Newport,John Frost Square,58.7,www.bmstores.co.uk,Unit 24 Kingsway Centre,Gwent,NP20 1ED,Casnewydd - Newport,3308389242.0,331320.0,187800.0,9480700,141264233,09,48,0700,Retail,"Household, office, leisure and garden",Department stores
Next,Next Retail Plc,,,Newport,John Frost Square,62.1,www.next.co.uk,49-51 Friars Walk Shopping Centre,Gwent,NP20 1DR,Casnewydd - Newport,3330055588.0,331185.8,188047.4,9460656,141278018,09,46,0656,Retail,Clothing and accessories,Clothing
Music Magpie,Music Magpie,,,Newport,Kingsway Shopping Centre,60.4,,Unit 12,Gwent,NP20 1HY,Casnewydd - Newport,3303800214.0,331282.0,187814.0,9480722,141438995,09,48,0722,Retail,"Household, office, leisure and garden",Electrical goods and components
Soft Soles Podiatry Ltd,,,,Newport,,24.7,,The Provision Market,Gwent,NP20 1DD,Casnewydd - Newport,7563656666.0,331064.0,188251.0,5280333,141438187,05,28,0333,Education and health,Health practitioners and establishments,Foot related services
Coffee 1,S A Brain,,,Newport,Friars Walk,48.7,,Unit 20a,Gwent,NP20 1DD,Casnewydd - Newport,1633211344.0,331250.0,188058.0,1020013,141440226,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Las Iguanas,Las Iguanas,Mexican Restaurant,Restaurant Type,Newport,Usk Plaza,37.1,www.iguanas.co.uk,75 Friars Walk Shopping Centre,Gwent,NP20 1DS,Casnewydd - Newport,1633370085.0,331342.2,187940.3,1020043,146511608,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
T G I Friday's,T G I Friday's,Restaurant,Restaurant Type,Newport,Usk Plaza,73.1,www.tgifridays.co.uk,61 Friars Walk Shopping Centre,Gwent,NP20 1DS,Casnewydd - Newport,3442646054.0,331288.0,187971.0,1020043,145413538,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Nando's,Nando's,Restaurant,Restaurant Type,Newport,Usk Plaza,37.5,www.nandos.co.uk,73 Friars Walk Shopping Centre,Gwent,NP20 1DS,Casnewydd - Newport,1633215205.0,331348.5,187960.8,1020043,146511737,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
S Hair & Beauty,,,,Newport,Skinner Street,10.5,,17,Gwent,NP20 1HA,Casnewydd - Newport,1633212431.0,331164.0,188188.0,2100156,141914673,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Autonomy,Autonomy,,,Newport,Commercial Street,26.8,www.autonomystores.com,165,Gwent,NP20,Casnewydd - Newport,1633262861.0,331098.0,188024.0,9460656,141910125,09,46,0656,Retail,Clothing and accessories,Clothing
The Courtyard,,,,Newport,Cambrian Road,9.6,,46,Gwent,NP20 4AB,Casnewydd - Newport,1633259144.0,330968.0,188280.0,1020034,141907313,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Break N Dish,,,,Newport,Stow Hill,11.5,www.breakndish.co.uk,14,Gwent,NP20 1JB,Casnewydd - Newport,1633840508.0,331021.0,188102.0,4240301,145401173,04,24,0301,Sport and entertainment,Sports complex,Snooker and pool halls
British Heart Foundation,British Heart Foundation,,,Newport,Commercial Street,25.2,www.bhf.org.uk,160,Gwent,NP20 1JQ,Casnewydd - Newport,1633266027.0,331115.0,187989.0,9480714,145407065,09,48,0714,Retail,"Household, office, leisure and garden",Charity shops
Superdrug Pharmacy,Superdrug,,,Newport,Commercial Street,23.0,www.superdrug.com,Unit 1 147,Gwent,NP20 1LN,Casnewydd - Newport,1633220998.0,331166.0,187873.0,9480677,145410244,09,48,0677,Retail,"Household, office, leisure and garden","Cosmetics, toiletries, perfumes and"
Skechers,Skechers,,,Newport,John Frost Square,67.4,www.skechers.co.uk,16 Friars Walk Shopping Centre,Gwent,NP20 1DU,Casnewydd - Newport,1633262219.0,331238.7,188034.8,9460657,145832594,09,46,0657,Retail,Clothing and accessories,Footwear
Ramji Boomers,,,,Newport,Skinner Street,12.9,,10,Gwent,NP20 1GY,Casnewydd - Newport,1633252206.0,331093.0,188191.0,1020018,129842745,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Eurochange Plc,Eurochange,,,Newport,Kingsway Centre,90.5,www.eurochange.co.uk,Unit 29 Emlyn Walk,Gwent,NP20 1EW,Casnewydd - Newport,1633265367.0,331288.0,187869.0,2090140,131512452,02,09,0140,Commercial services,Legal and financial,Currency conversion and money transfers
Elegance Decadence Ltd,,,,Newport,High Street,12.6,,45,Gwent,NP20 1GA,Casnewydd - Newport,1633546420.0,331003.0,188253.0,9480717,133157770,09,48,0717,Retail,"Household, office, leisure and garden",Gifts and cards
Pure Gym,Pure Gym,,,Newport,Kingsway Centre,95.2,www.puregym.com,Unit 35 Sovereign Arcade,Gwent,NP20 1ED,Casnewydd - Newport,3450133408.0,331276.0,187916.5,4240293,133158915,04,24,0293,Sport and entertainment,Sports complex,"Gymnasiums, sports halls and leisure centres "
Schuh Ltd,Schuh,,,Newport,John Frost Square,48.6,www.schuh.co.uk,43-45 Friars Walk Shopping Centre,Gwent,NP20 1DR,Casnewydd - Newport,1644425121.0,331296.5,187995.8,9460657,141251188,09,46,0657,Retail,Clothing and accessories,Footwear
Mortgage Advice Bureau,Mortgage Advice Bureau,,,Newport,Bridge Street,17.9,www.mortgageadvicebureau.com,77,Gwent,NP20 4AQ,Casnewydd - Newport,1633240050.0,330960.0,188153.0,2090150,146517367,02,09,0150,Commercial services,Legal and financial,Mortgage and financial lenders
Redlands Estate & Letting Agents Ltd,,,,Newport,Griffin Street,9.0,www.redlandsestateagents.co.uk,6,Gwent,NP20 1GL,Casnewydd - Newport,1633677000.0,331091.0,188225.0,2110190,146517292,02,11,0190,Commercial services,Property and development services,Property sales
D D K,,,,Newport,Skinner Street,10.9,www.ddknewport.com,9,Gwent,NP20 1GY,Casnewydd - Newport,1633223333.0,331090.0,188188.0,1020018,152782712,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Costa Coffee,Costa,,,Newport,John Frost Square,40.5,www.costa.co.uk,49-51 Friars Walk Shopping Centre,Gwent,NP20 1DR,Casnewydd - Newport,1633843972.0,331322.2,187985.1,1020013,149624932,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Early Cup Ltd,,,,Newport,Commercial Street,18.0,,37,Gwent,NP20 1HP,Casnewydd - Newport,1633984366.0,331183.0,187940.0,1020013,156926921,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
M & S Foodhall,M & S,,,Newport,John Frost Square,69.0,www.marksandspencer.com,Friars Walk Shopping Centre,Gwent,NP20 1DU,Casnewydd - Newport,1633479106.0,331269.0,187994.0,9480700,156927166,09,48,0700,Retail,"Household, office, leisure and garden",Department stores
Krispy Kreme Doughnuts,Krispy Kreme,,,Newport,John Frost Square,74.2,www.krispykreme.co.uk,9 Friars Walk Shopping Centre,Gwent,NP20 1DR,Casnewydd - Newport,1633264580.0,331196.0,188054.0,9470661,156923410,09,47,0661,Retail,"Food, drink and multi item retail",Bakeries
Falafilo Island,,Restaurant,Restaurant Type,Newport,High Street,9.5,,15-16,Gwent,NP20 1FW,Casnewydd - Newport,1633904550.0,331025.8,188301.5,1020043,156931056,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Fresh Start 2,,,,Newport,Cambrian Road,10.3,,36,Gwent,NP20 4AB,Casnewydd - Newport,1633546130.0,330972.0,188259.0,1020013,157762233,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Select Convenience,Bargain Booze Select Convenience,,,Newport,Kingsway,52.0,www.bargainbooze.co.uk,Kiosk 1 Newport Central Bus Station,Gwent,NP20 1FA,Casnewydd - Newport,1633251176.0,331212.1,188096.6,9470699,157770878,09,47,0699,Retail,"Food, drink and multi item retail",Convenience stores and independent
Harvey Bowes,,,,Newport,Bridge Street,13.8,www.harveybowes.com,7,Gwent,NP20 4AL,Casnewydd - Newport,2921754150.0,330987.0,188126.0,2090150,158334098,02,09,0150,Commercial services,Legal and financial,Mortgage and financial lenders
V P Z Vape Shop,Vaporized,,,Newport,Commercial Street,15.5,www.vpz.co.uk,146,Gwent,NP20 1LN,Casnewydd - Newport,1313353859.0,331175.0,187870.0,9470699,158334925,09,47,0699,Retail,"Food, drink and multi item retail",Convenience stores and independent
Poundstretcher Ltd,Poundstretcher,,,Newport,4-7 Commercial Street,11.2,www.poundstretcher.co.uk,Unit 4 Westgate Buildings,Gwent,NP20 1JL,Casnewydd - Newport,1633244879.0,331064.9,188100.4,9480701,157757472,09,48,0701,Retail,"Household, office, leisure and garden",Discount stores
Boots Opticians Ltd,Boots,,,Newport,Commercial Street,20.8,www.boots.com/en/opticians/,155-156,Gwent,NP20 1UE,Casnewydd - Newport,1633842436.0,331133.0,187953.0,5280344,158341280,05,28,0344,Education and health,Health practitioners and establishments,Optometrists and opticians
Deichmann Shoes,Deichmann Shoes,,,Newport,Commercial Street,17.7,www.deichmann.com/gb/en/shop/welcome.html;jsessionid=dfcdf7fe03bd2af8bd9dae2008a572eb.appserv,48-49,Gwent,NP20 1LP,Casnewydd - Newport,1633842769.0,331224.0,187832.0,9460657,158322344,09,46,0657,Retail,Clothing and accessories,Footwear
H & T Pawnbrokers,H & T,,,Newport,Commercial Street,14.5,www.harveyandthompson.com,57,Gwent,NP20 1LQ,Casnewydd - Newport,1633257663.0,331241.0,187793.0,2090151,160765025,02,09,0151,Commercial services,Legal and financial,Pawnbrokers
Hetty 's Baby Boutique,,,,Newport,Commercial Street,20.7,,145,Gwent,NP20 1LN,Casnewydd - Newport,1633263990.0,331172.0,187863.0,9460797,162686191,09,46,0797,Retail,Clothing and accessories,Baby and nursery equipment and children’s
Welcome Home Sales & Lettings,,,,Newport,Stow Hill,15.7,,52-54,Gwent,NP20 1JG,Casnewydd - Newport,1633841219.0,331013.0,187917.0,2110192,162691648,02,11,0192,Commercial services,Property and development services,Property letting
CeX,CeX,,,Newport,Commercial Street,22.8,uk.webuy.com,19,Gwent,NP20 1HF,Casnewydd - Newport,3301235986.0,331142.0,188047.0,9480686,164693914,09,48,0686,Retail,"Household, office, leisure and garden","Hobby, sports and pastime products"
Kuchen Haus,,,,Newport,John Frost Square,74.4,www.kutchenhaus.co.uk,Unit 3 Kingsway Centre,Gwent,NP20 1EB,Casnewydd - Newport,1633481919.0,331263.0,187891.0,2140214,165518907,02,14,0214,Commercial services,Research and design,Design services
G B 1,,,,Newport,Commercial Street,18.4,,122,Gwent,NP20 1LX,Casnewydd - Newport,1633246742.0,331241.1,187712.9,1020013,165514721,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Letter Box,,,,,,6.0,,,Gwent,NP20,Casnewydd - Newport,,331021.0,187896.0,6340457,68595775,06,34,0457,Public infrastructure,Infrastructure and facilities,Letter boxes
Letter Box,,,,,,9.6,,,Gwent,NP20,Casnewydd - Newport,,331225.0,187807.0,6340457,68595776,06,34,0457,Public infrastructure,Infrastructure and facilities,Letter boxes
Car Park,,,,,,48.6,,,Gwent,NP20,Casnewydd - Newport,,331333.0,187863.0,10540736,133921735,10,54,0736,Transport,Road and rail,Parking
Nant-Y-Glo Wharf,,,,,,51.1,,,Gwent,NP20,Casnewydd - Newport,,331358.6,188087.7,10560753,161064380,10,56,0753,Transport,Water,Moorings and unloading facilities
Nant-Y-Glo Wharf,,,,,,36.9,,,Gwent,NP20,Casnewydd - Newport,,331337.1,188087.7,10560753,161140308,10,56,0753,Transport,Water,Moorings and unloading facilities
Leonard W Cole,,,,Newport,Stow Hill,11.5,,12-20,Gwent,NP20 1JB,Casnewydd - Newport,,331021.0,188102.0,9460659,95362001,09,46,0659,Retail,Clothing and accessories,Jewellery and fashion accessories
Windsor Castle,,,,Newport,Upper Dock Street,9.6,,18-19,Gwent,NP20 1DH,Casnewydd - Newport,,331147.0,188158.0,1020034,95362074,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Vacara's,,,,Newport,Llanarth Street,39.6,,39,Gwent,NP20 1HR,Casnewydd - Newport,,331219.0,187911.0,1020020,95361778,01,02,0020,"Accommodation, eating and drinking",Eating and drinking,Fish and chip shops
Space,,,,Newport,Upper Dock Street,8.4,,182,Gwent,NP20 1DG,Casnewydd - Newport,,331116.6,188211.0,2100156,95362361,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Warren James (Jewellers) Ltd,Warren James,,,Newport,Town Centre,78.5,www.warrenjames.co.uk,"Kingsway Shopping Centre, 4, Kingsway",Gwent,NP20 1EB,Casnewydd - Newport,1633244013.0,331272.0,187878.0,9460659,95462774,09,46,0659,Retail,Clothing and accessories,Jewellery and fashion accessories
Timpson,Timpson,,,Newport,Austin Friars,25.4,www.timpson.co.uk,8,Gwent,NP20 1DQ,Casnewydd - Newport,1633212967.0,331153.0,188031.0,2130793,95492714,02,13,0793,Commercial services,Repair and servicing,Shoe repairs
Subway,Subway,,,Newport,John Frost Square,50.6,www.subway.co.uk,Unit 2 Monmouthshire House 13,Gwent,NP20 1HZ,Casnewydd - Newport,1633258090.0,331213.0,187953.0,1020018,95853039,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Breeze,,,,Newport,Cambrian Road,60.1,,1-3,Gwent,NP20 4AD,Casnewydd - Newport,,330955.0,188226.0,1020034,102665767,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Lifestyle Express,PayPoint,,,Newport,Skinner Street,8.6,www.paypoint.co.uk,23,Gwent,NP20 1HB,Casnewydd - Newport,,331117.0,188172.0,2090811,125389619,02,09,0811,Commercial services,Legal and financial,PayPoint® locations
Nh Nuthouse Hair Design,,,,Newport,High Street,24.6,,2 Newport Arcade,Gwent,NP20 1GD,Casnewydd - Newport,,330993.0,188241.0,2100156,126938243,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Tiny Rebel Co Urban Tap House,,,,Newport,Town Centre,13.1,,"22-23, High Street",Gwent,NP20 1FX,Casnewydd - Newport,,331036.0,188257.0,1020034,129151057,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
M & S Simply Food,M & S,,,Newport,John Frost Square,59.9,www.marksandspencer.com,32-36 Friars Walk Shopping Centre,Gwent,NP20 1DU,Casnewydd - Newport,1633479106.0,331279.6,187996.2,9470699,129153776,09,47,0699,Retail,"Food, drink and multi item retail",Convenience stores and independent
Break N Dish,,,,Newport,Stow Hill,11.8,,12,Gwent,NP20 1JB,Casnewydd - Newport,,331021.0,188106.0,4240301,131487186,04,24,0301,Sport and entertainment,Sports complex,Snooker and pool halls
Ramji at Boomers,,,,Newport,Skinner Street,12.9,,10,Gwent,NP20 1GY,Casnewydd - Newport,,331093.0,188191.0,1020018,131486755,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Sports Direct Fitness,Sports Direct Fitness,,,Newport,Commercial Street,27.9,www.sportsdirectfitness.com/,9-12,Gwent,NP20 1HF,Casnewydd - Newport,3437771338.0,331105.0,188116.0,4240293,141447088,04,24,0293,Sport and entertainment,Sports complex,"Gymnasiums, sports halls and leisure centres "
Ramsdens for Cash,Ramsdens,,,Newport,Town Centre,8.7,www.ramsdensforcash.co.uk,"149, Commercial Street",Gwent,NP20 1LN,Casnewydd - Newport,1633840715.0,331167.1,187910.9,2090151,141289921,02,09,0151,Commercial services,Legal and financial,Pawnbrokers
Hogarths,Hogarths,,,Newport,High Street,18.1,hogarthsbars.co.uk,42-43,Gwent,NP20 1GF,Casnewydd - Newport,1633212777.0,331001.2,188232.8,1020034,141289923,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Rebel,,,,Newport,Commercial Street,21.1,,45,Gwent,NP20 1LP,Casnewydd - Newport,,331220.0,187853.0,9460656,141290231,09,46,0656,Retail,Clothing and accessories,Clothing
Asaga Noodle Bar,,,,Newport,Commercial Street,18.6,,154,Gwent,NP20 1JQ,Casnewydd - Newport,,331141.0,187941.0,1020013,146536605,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Kaspa's,Kaspa's,,,Newport,Town Centre,10.1,kaspas.co.uk,"137-137a, Commercial Street",Gwent,NP20 1LN,Casnewydd - Newport,1633264770.0,331207.0,187799.0,1020018,146536607,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Rani,,,,Newport,Town Centre,7.6,,"183, Upper Dock Street",Gwent,NP20 1DG,Casnewydd - Newport,,331117.0,188221.0,2100156,149636440,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
K F C Ltd,K F C,,,Newport,John Frost Square,73.5,www.kfc.co.uk,12 Friars Walk Shopping Centre,Gwent,NP20 1DU,Casnewydd - Newport,,331227.6,188045.6,1020018,149636447,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Principality Building Society,Principality Building Society,,,Newport,Town Centre,63.8,www.principality.co.uk,"Kingsway Shopping Centre, 1b-1c, John Frost Square",Gwent,NP20 1HZ,Casnewydd - Newport,1633258206.0,331256.0,187879.0,2090138,149633407,02,09,0138,Commercial services,Legal and financial,Banks and building societies
Ddk,,,,Newport,Town Centre,10.9,,"9, Skinner Street",Gwent,NP20 1GY,Casnewydd - Newport,,331090.0,188188.0,1020018,152788963,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Cotton Club,,,,Newport,Cambrian Road,23.3,,54,Gwent,NP20 4AB,Casnewydd - Newport,,330968.0,188304.0,1020034,161802172,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Jacob's Grocery Store,,,,Newport,Town Centre,12.0,,"61, Commercial Street",Gwent,NP20 1LQ,Casnewydd - Newport,,331248.0,187772.0,9470669,161802176,09,47,0669,Retail,"Food, drink and multi item retail","Grocers, farm shops and pick your own"
Vpz,VPZ,,,Newport,Commercial Street,15.5,vpz.co.uk,146,Gwent,NP20 1LN,Casnewydd - Newport,1633255135.0,331175.0,187870.0,9470699,159234565,09,47,0699,Retail,"Food, drink and multi item retail",Convenience stores and independent
Brent Thomas Coaches,,,,Newport,High Street,43.3,,6 Newport Arcade,Gwent,NP20 1GD,Casnewydd - Newport,,330975.0,188236.0,5290358,163651202,05,29,0358,Education and health,Health support services,Counselling and advice services
